LogicalName,Label,SchemaName,IsCustomEntity,IsActivity,Description
msdyn_aibdatasetfile,AI Builder Dataset File,msdyn_AIBDatasetFile,True,False,
msdyn_aibdatasetrecord,AI Builder Dataset Record,msdyn_AIBDatasetRecord,True,False,
msdyn_aibdatasetscontainer,AI Builder Datasets Container,msdyn_AIBDatasetsContainer,True,False,
msdyn_aibfeedbackloop,AI Builder Feedback Loop,msdyn_AIBFeedbackLoop,True,False,
msdyn_aibfile,AI Builder File,msdyn_AIBFile,True,False,
msdyn_aibfileattacheddata,AI Builder File Attached Data,msdyn_AIBFileAttachedData,True,False,
msdyn_aiconfiguration,AI Configuration,msdyn_AIConfiguration,True,False,
msdyn_aiconfiguration_documenttemplate,msdyn_aiconfiguration_documenttemplate,msdyn_aiconfiguration_documenttemplate,True,False,
msdyn_aidataprocessingevent,Data Processing Event,msdyn_AIDataProcessingEvent,True,False,Events that are triggered by Data Processing.
msdyn_aidocumenttemplate,AI Document Template,msdyn_aidocumenttemplate,True,False,Used to store Document templates
msdyn_aievaluationconfiguration,AI Evaluation Configuration,msdyn_AIEvaluationConfiguration,True,False,
msdyn_aievaluationmetric,AI Evaluation Metric,msdyn_AIEvaluationMetric,True,False,
msdyn_aievaluationrun,AI Evaluation Run,msdyn_AIEvaluationRun,True,False,
msdyn_aievent,AI Event,msdyn_AIEvent,True,False,
msdyn_aifptrainingdocument,AI Form Processing Document,msdyn_AIFpTrainingDocument,True,False,
msdyn_aimodel,AI Model,msdyn_AIModel,True,False,
msdyn_aimodelcatalog,AI Model Catalog,msdyn_AIModelCatalog,True,False,This table contains records of AI Model Catalogs used for BYOM
msdyn_aiodimage,AI Object Detection Image,msdyn_AIOdImage,True,False,
msdyn_aiodlabel,AI Object Detection Label,msdyn_AIOdLabel,True,False,
msdyn_aiodlabel_msdyn_aiconfiguration,msdyn_aiodlabel_msdyn_aiconfiguration,msdyn_aiodlabel_msdyn_aiconfiguration,True,False,
msdyn_aiodtrainingboundingbox,AI Object Detection Bounding Box,msdyn_AIOdTrainingBoundingBox,True,False,
msdyn_aiodtrainingimage,AI Object Detection Image Mapping,msdyn_AIOdTrainingImage,True,False,
msdyn_aioptimization,AI Optimization,msdyn_AIOptimization,True,False,
msdyn_aioptimizationprivatedata,AI Optimization Private Data,msdyn_AIOptimizationPrivateData,True,False,
msdyn_aitemplate,AI Template,msdyn_AITemplate,True,False,
msdyn_aitestcase,AI Test Case,msdyn_AITestCase,True,False,
msdyn_aitestcasedocument,AI Test Case Document,msdyn_AITestCaseDocument,True,False,
msdyn_aitestcaseinput,AI Test Case Input,msdyn_AITestCaseInput,True,False,
msdyn_aitestrun,AI Test Run,msdyn_AITestRun,True,False,
msdyn_aitestrunbatch,AI Test Run Batch,msdyn_AITestRunBatch,True,False,
msdyn_analysiscomponent,Analysis Component,msdyn_analysiscomponent,True,False,
msdyn_analysisjob,Analysis Job,msdyn_analysisjob,True,False,
msdyn_analysisoverride,Analysis Override,msdyn_analysisoverride,True,False,
msdyn_analysisresult,Analysis Result,msdyn_analysisresult,True,False,
msdyn_analysisresultdetail,Analysis Result Detail,msdyn_analysisresultdetail,True,False,
msdyn_appinsightsmetadata,App Insights Metadata,msdyn_appinsightsmetadata,True,False,Metadata for App Insights Platform components
msdyn_bookableresourceassociation,Bookable Resource Association,msdyn_bookableresourceassociation,True,False,
msdyn_bookingalert,Booking Alert,msdyn_bookingalert,True,True,Alerts that notify schedule board users of booking issues or information.
msdyn_bookingalertstatus,Booking Alert Status,msdyn_bookingalertstatus,True,False,The status of a booking alert.
msdyn_bookingchange,Booking Change,msdyn_bookingchange,True,False,An internal entity used to track changes that affect the schedule board.
msdyn_bookingrule,Booking Rule,msdyn_bookingrule,True,False,Specify custom rules to be validated by the system before saving a booking record.
msdyn_bookingsetupmetadata,Booking Setup Metadata,msdyn_bookingsetupmetadata,True,False,
msdyn_businessclosure,Business Closure,msdyn_businessclosure,True,False,
msdyn_clientextension,Client Extension,msdyn_clientextension,True,False,
msdyn_componentlayer,Component Layer,msdyn_componentlayer,True,False,
msdyn_componentlayerdatasource,Component Layer Data Source,msdyn_componentlayerdatasource,True,False,
msdyn_configuration,Configuration,msdyn_Configuration,True,False,This entity is used to store queries and templates.
msdyn_connectordatasource,Virtual Connector Data Source,msdyn_connectordatasource,True,False,
msdyn_connectordatasource_environmentva,msdyn_connectordatasource_environmentva,msdyn_connectordatasource_environmentva,True,False,
msdyn_copilotinteractions,Copilot Interactions,msdyn_CopilotInteractions,True,False,Data table of previous copilot interactions.
msdyn_customcontrolextendedsettings,Custom Control Extended Setting,msdyn_customcontrolextendedsettings,True,False,
msdyn_dataflow,Dataflow,msdyn_dataflow,True,False,
msdyn_dataflow_datalakefolder,Dataflow DatalakeFolder,msdyn_dataflow_datalakefolder,True,False,
msdyn_dataflowconnectionreference,Dataflow Connection Reference,msdyn_DataflowConnectionReference,True,False,Intersecting table between Dataflow and Connection Reference
msdyn_dataflowrefreshhistory,DataflowRefreshHistory,msdyn_dataflowrefreshhistory,True,False,
msdyn_dataflowtemplate,Dataflow Template,msdyn_DataflowTemplate,True,False,An entity to store information about dataflow templates
msdyn_datalakeds,Insights Store Data Source,msdyn_datalakeds,True,False,
msdyn_dataworkspace,Data Workspace,msdyn_DataWorkspace,True,False,Table that stores Data workspace records.
msdyn_deletedproject,Deleted Project,msdyn_deletedproject,True,False,(Internal use only) It stores deleted project ids that are not synced up with PSS.
msdyn_dmsrequest,Data Movement Service Request,msdyn_dmsrequest,True,False,Table for Data Movement Service Requests
msdyn_dmsrequeststatus,Data Movement Service Request Status,msdyn_dmsrequeststatus,True,False,Table for Data Movement Service Request Status
msdyn_dmssyncrequest,DMS Sync Request,msdyn_dmssyncrequest,True,False,An entity to save DMS sync requests.
msdyn_dmssyncstatus,DMS Sync Status,msdyn_dmssyncstatus,True,False,An entity to save DMS sync statuses.
msdyn_documentheader,Document Header,msdyn_documentheader,True,False,The header for the document
msdyn_documentsection,Document Section,msdyn_documentsection,True,False,The sections of the document
msdyn_entitylinkchatconfiguration,Entity link chat configuration,msdyn_entitylinkchatconfiguration,True,False,
msdyn_entityrefreshhistory,EntityRefreshHistory,msdyn_entityrefreshhistory,True,False,
msdyn_favoriteknowledgearticle,Favorite knowledge article,msdyn_favoriteknowledgearticle,True,False,Entity for favorite knowledge articles
msdyn_federatedarticle,Knowledge Federated Article,msdyn_federatedarticle,True,False,
msdyn_federatedarticleincident,Knowledge Federated Article Incident,msdyn_federatedarticleincident,True,False,
msdyn_fileupload,File Upload,msdyn_FileUpload,True,False,
msdyn_flow_actionapprovalmodel,Action Approval Model,msdyn_flow_actionapprovalmodel,True,False,The action approval model data attached to an action approval.
msdyn_flow_actionapprovalmodel_systemuser,msdyn_flow_actionapprovalmodel_systemuser,msdyn_flow_actionapprovalmodel_systemuser,True,False,
msdyn_flow_actionapprovalmodel_team,msdyn_flow_actionapprovalmodel_team,msdyn_flow_actionapprovalmodel_team,True,False,
msdyn_flow_approval,Approval,msdyn_flow_approval,True,False,An approval.
msdyn_flow_approvalrequest,Approval Request,msdyn_flow_approvalrequest,True,False,An individual request for approval.
msdyn_flow_approvalresponse,Approval Response,msdyn_flow_approvalresponse,True,False,An individual response to an approval.
msdyn_flow_approvalstep,Approval Step,msdyn_flow_approvalstep,True,False,
msdyn_flow_awaitallactionapprovalmodel,Await All Action Approval Model,msdyn_flow_awaitallactionapprovalmodel,True,False,The await all action approval model data attached to an action approval.
msdyn_flow_awaitallactionapprovalmodel_team,msdyn_flow_awaitallactionapprovalmodel_team,msdyn_flow_awaitallactionapprovalmodel_team,True,False,
msdyn_flow_awaitallactionapprovalmodel_user,msdyn_flow_awaitallactionapprovalmodel_user,msdyn_flow_awaitallactionapprovalmodel_user,True,False,
msdyn_flow_awaitallapprovalmodel,Await All Approval Model,msdyn_flow_awaitallapprovalmodel,True,False,The await all approval model data attached to an approval.
msdyn_flow_awaitallmodel_systemuser,msdyn_flow_awaitallmodel_systemuser,msdyn_flow_awaitallmodel_systemuser,True,False,
msdyn_flow_awaitallmodel_team,msdyn_flow_awaitallmodel_team,msdyn_flow_awaitallmodel_team,True,False,
msdyn_flow_basicapprovalmodel,Basic Approval Model Data,msdyn_flow_basicapprovalmodel,True,False,The basic approval model data attached to an approval.
msdyn_flow_basicapprovalmodel_systemuser,msdyn_flow_basicapprovalmodel_systemuser,msdyn_flow_basicapprovalmodel_systemuser,True,False,
msdyn_flow_basicapprovalmodel_team,msdyn_flow_basicapprovalmodel_team,msdyn_flow_basicapprovalmodel_team,True,False,
msdyn_flow_flowapproval,Flow Approval,msdyn_flow_flowapproval,True,False,Microsoft Flow data attached to an approval.
msdyn_formmapping,Form Mapping,msdyn_FormMapping,True,False,
msdyn_function,Function,msdyn_function,True,False,
msdyn_helppage,Help Page,msdyn_helppage,True,False,
msdyn_historicalcaseharvestbatch,msdyn_historicalcaseharvestbatch,msdyn_historicalcaseharvestbatch,True,False,
msdyn_historicalcaseharvestrun,msdyn_historicalcaseharvestrun,msdyn_historicalcaseharvestrun,True,False,
msdyn_insightsstorevirtualentity,Insights Store Virtual Entity,msdyn_InsightsStoreVirtualEntity,True,False,Insights Store Virtual Entity
msdyn_integratedsearchprovider,Integrated search provider,msdyn_integratedsearchprovider,True,False,"Ingest and search files, documents, or articles from data sources outside of your current Dynamics 365 organization with a unified ranking."
msdyn_interimupdateknowledgearticle,Interim Update Knowledge Article,msdyn_interimupdateknowledgearticle,True,False,Interim table to facilitate the update of knowledge articles from knowledge harvesting.
msdyn_kalanguagesetting,Knowledge article language setting,msdyn_kalanguagesetting,True,False,Allows you to select default language for knowledge authoring.
msdyn_kbattachment,Knowledge Article Attachment,msdyn_kbattachment,True,False,
msdyn_kmfederatedsearchconfig,Search provider,msdyn_kmfederatedsearchconfig,True,False,
msdyn_kmpersonalizationsetting,Knowledge personalization,msdyn_kmpersonalizationsetting,True,False,Allows users to personalize their knowledge search filters and knowledge authoring language.
msdyn_knowledgearticlecustomentity,Knowledge Article Custom Entity,msdyn_knowledgearticlecustomentity,True,False,Table to facilitate the linking of knowledge articles to custom entity sources.
msdyn_knowledgearticleimage,Knowledge Article Image,msdyn_knowledgearticleimage,True,False,
msdyn_knowledgearticletemplate,Knowledge Article Template,msdyn_knowledgearticletemplate,True,False,Organizational Knowledge Article Template for Internal and external creation of Knowledge Articles.
msdyn_knowledgeassetconfiguration,Knowledge Asset Configuration,msdyn_knowledgeassetconfiguration,True,False,Knowledge asset configurations for data sources configured in knowledge hub.
msdyn_knowledgeconfiguration,Knowledge Configuration,msdyn_knowledgeconfiguration,True,False,Represents the possible settings used in Knowledge management
msdyn_knowledgeharvestjobrecord,Knowledge Harvest Job Record,msdyn_knowledgeharvestjobrecord,True,False,Tracking entity record used to trigger the harvesting process for knowledge articles
msdyn_knowledgeinteractioninsight,Knowledge Interaction Insight,msdyn_knowledgeinteractioninsight,True,False,Knowledge Interaction Insight
msdyn_knowledgemanagementsetting,Knowledge Management Setting,msdyn_knowledgemanagementsetting,True,False,Setup knowledge management for your organization.
msdyn_knowledgepersonalfilter,Knowledge search personal filter config,msdyn_knowledgepersonalfilter,True,False,Allows you to configure and manage personal filter settings.
msdyn_knowledgesearchfilter,Knowledge search filter,msdyn_knowledgesearchfilter,True,False,Allows you to configure and manage filter settings.
msdyn_knowledgesearchinsight,Knowledge Search Insight,msdyn_knowledgesearchinsight,True,False,Knowledge Search Insight
msdyn_longrunningjobstatus,Long Running Job Status (For internal use only),msdyn_longrunningjobstatus,True,False,The table tracking the Status of Long Running Jobs (For internal use only).
msdyn_mobileapp,Mobile App,msdyn_mobileapp,True,False,Mobile App
msdyn_modulerundetail,Module Run Detail,msdyn_modulerundetail,True,False,Result of execution of a MEF model
msdyn_msdyn_kbattachment_knowledgearticle,msdyn_msdyn_kbattachment_knowledgearticle,msdyn_msdyn_kbattachment_knowledgearticle,True,False,
msdyn_nonrelationalds,NonRelational Data Source,msdyn_nonrelationalds,True,False,
msdyn_odatav4ds,OData v4 Data Source,msdyn_odatav4ds,True,False,Data sources used by the OData v4 data provider to access data from an external web service.
msdyn_operationset,OperationSet,msdyn_operationset,True,False,Used to represent operationSets
msdyn_operationsetdetail,OperationSet Detail,msdyn_operationsetdetail,True,False,Contains details of each operationSet request
msdyn_optimizationrequest,Optimization Request,msdyn_OptimizationRequest,True,False,
msdyn_organizationalunit,Organizational Unit,msdyn_organizationalunit,True,False,
msdyn_plan,Plan,msdyn_Plan,True,False,Table that stores plan records.
msdyn_planartifact,Plan Artifact,msdyn_PlanArtifact,True,False,Table that stores the artifact records for a plan.
msdyn_planattachment,Plan Attachment,msdyn_PlanAttachment,True,False,
msdyn_pmanalysishistory,PM Analysis History,msdyn_pmanalysishistory,True,False,
msdyn_pmbusinessruleautomationconfig,PM Business Rule Automation Config,msdyn_pmbusinessruleautomationconfig,True,False,
msdyn_pmcalendar,PM Calendar,msdyn_pmcalendar,True,False,
msdyn_pmcalendarversion,PM Calendar Version,msdyn_pmcalendarversion,True,False,
msdyn_pminferredtask,PM Inferred Task,msdyn_pminferredtask,True,False,
msdyn_pmprocessextendedmetadataversion,PM Process Extended Metadata Version,msdyn_pmprocessextendedmetadataversion,True,False,
msdyn_pmprocesstemplate,PM Process Template,msdyn_pmprocesstemplate,True,False,
msdyn_pmprocessusersettings,PM Process User Settings,msdyn_pmprocessusersettings,True,False,
msdyn_pmprocessversion,PM Process Version,msdyn_pmprocessversion,True,False,
msdyn_pmrecording,PM Recording,msdyn_pmrecording,True,False,
msdyn_pmsimulation,PM Simulation,msdyn_pmsimulation,True,False,
msdyn_pmtab,PM Tab,msdyn_pmtab,True,False,
msdyn_pmtemplate,PM Template,msdyn_pmtemplate,True,False,
msdyn_pmview,PM View,msdyn_pmview,True,False,
msdyn_priority,Priority,msdyn_priority,True,False,"Priorities to be used on bookings. In addition, a color could be specified for each priority type and the color selected will be shown visually on the schedule board."
msdyn_project,Plan,msdyn_project,True,False,Delivery entity in anÂ engagement.
msdyn_projectbaselinedata,Project Baseline Data,msdyn_projectbaselinedata,True,False,"Entity to store baseline data and project fields (project start, finish, duration, percent complete, effort)."
msdyn_projectbaselinetaskdata,Project Baseline Task Data,msdyn_projectbaselinetaskdata,True,False,"Entity to store baseline task data (start, finish, duration, percent complete, effort, effort remaining, effort completed)."
msdyn_projectbucket,Project Bucket,msdyn_projectbucket,True,False,
msdyn_projectchange,Change,msdyn_ProjectChange,True,False,
msdyn_projectchecklist,Project Checklist,msdyn_projectchecklist,True,False,
msdyn_projectgoal,Project Goal,msdyn_projectgoal,True,False,
msdyn_projecthistory,Project History,msdyn_projecthistory,True,False,
msdyn_projectimportstaging,Project Import Staging,msdyn_projectimportstaging,True,False,Store uploaded mpp files for Project Import functionality.
msdyn_projectinternalconfiguration,Project Internal Configuration,msdyn_projectinternalconfiguration,True,False,
msdyn_projectissue,Issue,msdyn_ProjectIssue,True,False,
msdyn_projectlabel,Project Label,msdyn_projectlabel,True,False,Labels related to project tasks
msdyn_projectparameter,Project Parameter,msdyn_projectparameter,True,False,List of settings that determine the behavior of the project-based service solution.
msdyn_projectprogram,Program,msdyn_ProjectProgram,True,False,
msdyn_projectrequest,Project Request,msdyn_ProjectRequest,True,False,
msdyn_projectrisk,Risk,msdyn_ProjectRisk,True,False,
msdyn_projectsprint,Project Sprint,msdyn_projectsprint,True,False,
msdyn_projectstatusreport,Status Report,msdyn_ProjectStatusReport,True,False,
msdyn_projecttask,Project Task,msdyn_projecttask,True,False,Tasks related to project.
msdyn_projecttaskattachment,Project Task Attachment,msdyn_projecttaskattachment,True,False,Entity to store attachment link information for a task
msdyn_projecttaskconversation,Project Task Conversation,msdyn_projecttaskconversation,True,False,Teams Conversations on tasks.
msdyn_projecttaskdependency,Project Task Dependency,msdyn_projecttaskdependency,True,False,Dependency data between tasks.
msdyn_projecttasktogoal,Project Task to Goal,msdyn_projecttasktogoal,True,False,
msdyn_projecttasktolabel,Project Task To Label,msdyn_projecttasktolabel,True,False,relationship between project tasks and project labels
msdyn_projectteam,Project Team Member,msdyn_projectteam,True,False,Entity used to model relationship between resources and project teams.
msdyn_projectteampermission,Project Team Member Permission,msdyn_projectteampermission,True,False,Entity used to track entity level access restrictions for a team member. Allows one to set permission on the project record.( This is for internal use only )
msdyn_projectteamschannelmapping,Project Teams Channel Mapping,msdyn_projectteamschannelmapping,True,False,Mapping between Project and Teams channel. User can create the mapping by pinning a project into a channel.
msdyn_psserrorlog,PSS Error Log,msdyn_psserrorlog,True,False,Represents PSS error logs
msdyn_qna,QnA,msdyn_qna,True,False,Question and Answers entity
msdyn_replaylogheader,Replay Log Header (Deprecated),msdyn_replaylogheader,True,False,Replay log header for the document.
msdyn_replaylogsection,Replay Log Section,msdyn_replaylogsection,True,False,The sections of the replay log.
msdyn_requirementchange,Requirement Change,msdyn_requirementchange,True,False,
msdyn_requirementcharacteristic,Requirement Characteristic,msdyn_requirementcharacteristic,True,False,Requirement Characteristic
msdyn_requirementdependency,Requirement Dependency,msdyn_requirementdependency,True,False,
msdyn_requirementgroup,Requirement Group,msdyn_requirementgroup,True,False,Service which has resource requirement offering periods
msdyn_requirementorganizationunit,Requirement Organization Unit,msdyn_requirementorganizationunit,True,False,Requirement of Organization Unit
msdyn_requirementrelationship,Requirement Relationship,msdyn_requirementrelationship,True,False,Relationship of requirements in the group
msdyn_requirementresourcecategory,Requirement Resource Category,msdyn_requirementresourcecategory,True,False,Requirement Resource Category
msdyn_requirementresourcepreference,Requirement Resource Preference,msdyn_requirementresourcepreference,True,False,Requirement Resource Preference
msdyn_requirementstatus,Requirement Status,msdyn_requirementstatus,True,False,Requirement Status
msdyn_resourceassignment,Resource Assignment,msdyn_resourceassignment,True,False,Entity used to keep track of resource assignment header information  on tasks.
msdyn_resourcerequest,Resource Request,msdyn_resourcerequest,True,False,"Entity that wraps the resource requirement to capture the type of resources, skills, and location required."
msdyn_resourcerequirement,Resource Requirement,msdyn_resourcerequirement,True,False,Entity used to track the high-level information about resource requirements.
msdyn_resourcerequirement_bookableresource,msdyn_resourcerequirement_bookableresource,msdyn_resourcerequirement_bookableresource,True,False,
msdyn_resourcerequirement_bookingheader,msdyn_resourcerequirement_bookingheader,msdyn_resourcerequirement_bookingheader,True,False,
msdyn_resourcerequirement_systemuser,msdyn_resourcerequirement_systemuser,msdyn_resourcerequirement_systemuser,True,False,
msdyn_resourcerequirementdetail,Resource Requirement Detail,msdyn_resourcerequirementdetail,True,False,Entity used to track the detailed information about resource requirements.
msdyn_resourceterritory,Resource Territory,msdyn_resourceterritory,True,False,Allows to specify for which territory a resource could provide services for
msdyn_richtextfile,Rich Text Attachment,msdyn_richtextfile,True,False,Image or file attached to a rich text field
msdyn_rolecompetencyrequirement,Role competency requirement,msdyn_rolecompetencyrequirement,True,False,Entity used  to associate skills in a role.
msdyn_salesforcestructuredobject,Salesforce Structured Object,msdyn_salesforcestructuredobject,True,False,Entity that represents the Salesforce Structured Object.
msdyn_salesforcestructuredqnaconfig,Salesforce Structured QnA Config,msdyn_salesforcestructuredqnaconfig,True,False,Entity that represents the Salesforce Structured QnA Config.
msdyn_schedule,Schedule,msdyn_schedule,True,False,Generic refresh schedule
msdyn_scheduleboardsetting,Schedule Board Setting,msdyn_scheduleboardsetting,True,False,To store settings of SB by user & tabs
msdyn_schedulingfeatureflag,Scheduling Feature Flag,msdyn_schedulingfeatureflag,True,False,Update records in this entity to enable a new feature.
msdyn_schedulingparameter,Scheduling Parameter,msdyn_schedulingparameter,True,False,Scheduling Parameters
msdyn_schedulingscope,Scheduling Scope,msdyn_schedulingscope,True,False,Defines the scope for scheduling.
msdyn_serviceconfiguration,Service Configuration,msdyn_serviceconfiguration,True,False,
msdyn_slakpi,SLA KPI,msdyn_slakpi,True,False,
msdyn_solutioncomponentcountdatasource,Solution Component Count Data Source,msdyn_solutioncomponentcountdatasource,True,False,
msdyn_solutioncomponentcountsummary,Solution Component Count Summary,msdyn_solutioncomponentcountsummary,True,False,
msdyn_solutioncomponentdatasource,Solution Component Data Source,msdyn_solutioncomponentdatasource,True,False,
msdyn_solutioncomponentsummary,Solution Component Summary,msdyn_solutioncomponentsummary,True,False,
msdyn_solutionhealthrule,Solution Health Rule,msdyn_solutionhealthrule,True,False,
msdyn_solutionhealthruleargument,Solution Health Rule Argument,msdyn_solutionhealthruleargument,True,False,
msdyn_solutionhealthruleset,Solution Health Rule Set,msdyn_solutionhealthruleset,True,False,Represents a set that owns a number of solution health rules.
msdyn_solutionhistory,Solution History,msdyn_solutionhistory,True,False,
msdyn_solutionhistorydatasource,Solution History Data Source,msdyn_solutionhistorydatasource,True,False,
msdyn_systemuserschedulersetting,System User Scheduler Setting,msdyn_systemuserschedulersetting,True,False,Stores user-specific settings for the schedule board.
msdyn_timegroup,Fulfillment Preference,msdyn_timegroup,True,False,"Specify time groups consisting of multiple time windows to be used for scheduling, for example."
msdyn_timegroupdetail,Time Group Detail,msdyn_timegroupdetail,True,False,Specify individual time windows under a time group.
msdyn_timelinepin,Timeline Pin,msdyn_timelinepin,True,False,Timeline Pin Record
msdyn_tour,Tour,msdyn_tour,True,False,
msdyn_useraccesspermission,User Access Permission,msdyn_useraccesspermission,True,False,Permissions on projects user is not a member of
msdyn_virtualtablecolumncandidate,Virtual Table Column Candidate,msdyn_virtualtablecolumncandidate,True,False,
msdyn_workflowactionstatus,Workflow Action Status,msdyn_workflowactionstatus,True,False,PA Workflows action processing status
msdyn_workhourtemplate,Work template,msdyn_workhourtemplate,True,False,Template where resource working hours can be saved and reused.
msdynce_botcontent,BotContent,msdynce_botcontent,True,False,
msgraphresourcetosubscription,Ms Graph Resource To Subscription,MsGraphResourceToSubscription,True,False,For internal use only. The mapping between Ms Graph Resources and Subscriptions.
mspcat_catalogsubmissionfiles,Catalog Submission Files,mspcat_CatalogSubmissionFiles,True,False,Files associated with the package that will be used as part of the submission to the catalog system.
mspcat_packagestore,Package Submission Store,mspcat_PackageStore,True,False,Manages submissions to the Catalog and provisioning
mspp_accesscontrolrule_publishingstate,mspp_accesscontrolrule_publishingstate,mspp_accesscontrolrule_publishingstate,True,False,
mspp_adplacement,Ad Placement,mspp_adplacement,True,False,
mspp_columnpermission,Column Permission,mspp_columnpermission,True,False,
mspp_columnpermissionprofile,Column Permission Profile,mspp_columnpermissionprofile,True,False,
mspp_columnpermissionprofile_webrole,mspp_columnpermissionprofile_webrole,mspp_columnpermissionprofile_webrole,True,False,
mspp_contentsnippet,Content Snippet,mspp_contentsnippet,True,False,"Content snippets are inserted in page templates so that any label, text string or image in the template can be content-managed."
mspp_entityform,Basic Form,mspp_entityform,True,False,Defines the form to render for a given entity type.
mspp_entityformmetadata,Basic Form Metadata,mspp_entityformmetadata,True,False,Defines the additional behavior modification logic to augment or override the functionality of form components that is not possible with Dynamics 365 entity and form metadata.
mspp_entitylist,List,mspp_entitylist,True,False,
mspp_entitypermission,Table Permission,mspp_entitypermission,True,False,
mspp_entitypermission_webrole,mspp_entitypermission_webrole,mspp_entitypermission_webrole,True,False,
mspp_pagetemplate,Page Template,mspp_pagetemplate,True,False,URL of the .aspx page used to create new webpages.
mspp_pollplacement,Poll Placement,mspp_pollplacement,True,False,
mspp_powerpagescoreentityds,Power Pages Core Entity DS,mspp_powerpagescoreentityds,True,False,
mspp_publishingstate,Publishing State,mspp_publishingstate,True,False,
mspp_publishingstatetransitionrule,Publishing State Transition Rule,mspp_publishingstatetransitionrule,True,False,
mspp_publishingstatetransitionrule_webrole,mspp_publishingstatetransitionrule_webrole,mspp_publishingstatetransitionrule_webrole,True,False,
mspp_redirect,Redirect,mspp_redirect,True,False,
mspp_shortcut,Shortcut,mspp_shortcut,True,False,
mspp_sitemarker,Site Marker,mspp_sitemarker,True,False,Used by web page templates to locate a specific page of content.
mspp_sitesetting,Site Setting,mspp_sitesetting,True,False,Site specific settings or variables refferenced by the web site code files.
mspp_webfile,Web File,mspp_webfile,True,False,Storage of files used in the web Portals.
mspp_webform,Multistep Form,mspp_webform,True,False,Defines the necessary properties and relationships to the other key entities in order to control the initialization of the form within a web portal.
mspp_webformmetadata,Multistep Form Metadata,mspp_webformmetadata,True,False,Defines the additional behavior modification logic to augment or override the functionality of form fields that is not possible with Dynamics 365 entity and form metadata.
mspp_webformstep,Form Step,mspp_webformstep,True,False,Defines the flow logic of the form's user experience such as steps and conditional branching.
mspp_weblink,Web Link,mspp_weblink,True,False,A textual or imaged based link to an interal or external URL.
mspp_weblinkset,Web Link Set,mspp_weblinkset,True,False,A grouping of web links.
mspp_webpage,Web Page,mspp_webpage,True,False,Web Page
mspp_webpageaccesscontrolrule,Web Page Access Control Rule,mspp_webpageaccesscontrolrule,True,False,
mspp_webpageaccesscontrolrule_webrole,mspp_webpageaccesscontrolrule_webrole,mspp_webpageaccesscontrolrule_webrole,True,False,
mspp_webrole,Web Role,mspp_webrole,True,False,Sets the user's role for the Portal.
mspp_website,Website,mspp_website,True,False,Web Portal
mspp_websiteaccess,Website Access,mspp_websiteaccess,True,False,
mspp_websiteaccess_webrole,mspp_websiteaccess_webrole,mspp_websiteaccess_webrole,True,False,
mspp_websitelanguage,Website Language,mspp_websitelanguage,True,False,Languages supported and publishing status for the portal
mspp_webtemplate,Web Template,mspp_webtemplate,True,False,
multientitysearch,MultiEntitySearch,MultiEntitySearch,False,False,Multi Entity Search.
multientitysearchentities,multientitysearchentities,MultiEntitySearchEntities,False,False,
multiselectattributeoptionvalues,Multi Select Option Value,MultiSelectAttributeOptionValues,False,False,Multi Select Option Value
newprocess,New Process,NewProcess,False,False,New Process Business Process Flow
nlsqregistration,NL2SQ Registration Information,nlsqregistration,True,False,"Org registration status, AllowedEntity list, and registration error message."
notification,Notification,Notification,False,False,For internal use only.
officedocument,Office Document,OfficeDocument,False,False,Used to store Office Documents in database in binary format.
officegraphdocument,Office Graph Document,OfficeGraphDocument,False,False,Office Graph Documents Description
offlinecommanddefinition,Offline Command Definition,OfflineCommandDefinition,False,False,For internal use only.
organizationdatasyncfnostate,OrganizationDataSyncFnoState,organizationdatasyncfnostate,True,False,Information regarding data synchronization state
organizationdatasyncstate,OrganizationDataSyncState,organizationdatasyncstate,True,False,Information regarding data synchronization state
organizationdatasyncsubscription,OrganizationDataSyncSubscription,organizationdatasyncsubscription,True,False,
organizationdatasyncsubscriptionentity,OrganizationDataSyncSubscriptionEntity,organizationdatasyncsubscriptionentity,True,False,
organizationdatasyncsubscriptionfnotable,OrganizationDataSyncSubscriptionFnoTable,organizationdatasyncsubscriptionfnotable,True,False,
